,City,Place
94438,Amritsar,Gurudwara Baba Atal Rai
94482,Amritsar,Gurudwara Bir Baba Budha Sahib
94543,Amritsar,Gurudwara Chheharta Sahib
94575,Amritsar,Gurudwara Guru Ka Mahal
94583,Amritsar,Gurudwara Mata Kaulan
94627,Amritsar,Gurudwara Lachi Ber
94629,Amritsar,Gurudwara Saragrahi Sahib
94635,Amritsar,Gurudwara Ramsar Sahib
94640,Amritsar,Gurudwara Pipli Sahib
94677,Amritsar,Harike Wetland and Bird Sanctuary
94699,Amritsar,Gurudwara Shri Janam Asthaan Shri Guru Amardas JI
94747,Amritsar,ISKCON Amritsar
94767,Amritsar,Jallianwala Bagh
97857,Amritsar,Kaiser Bagh Park
97861,Amritsar,Khalsa College
97891,Amritsar,Khair-ud-Din Masjid
98091,Amritsar,Maharaja Ranjit Singh Museum
98257,Amritsar,Maharaja Ranjit Singh Statue
98430,Amritsar,Maharajah Ranjit Singh Panorama
98508,Amritsar,Mandir Mata Lal Devi
98731,Amritsar,Pul Kanjari
98736,Amritsar,Param Pujya Mata Lal Devi Mandir
98748,Amritsar,Rainbow Resorts
98753,Amritsar,Prachin Shiv Mandir
98768,Amritsar,Rambagh Gardens
98824,Amritsar,Sadda Pind
98835,Amritsar,Santokhsar Sahib
98849,Amritsar,Sri Ram Tirath Temple
98937,Amritsar,Serai Amanat Khan
98965,Amritsar,Sultanwind Gate
98967,Amritsar,Tarn Taran Sahib
98971,Amritsar,Suncity Amusement Park
99107,Amritsar,Tempio d'Oro
99289,Amritsar,The Partition Museum
99670,Anandpur Sahib,Gurudwara Kila Anandgarh Sahib
99680,Amritsar,War Memorial & Museum
99688,Anakulam,Elephant View Point
99692,Anandpur Sahib,Mapple Jungle Camp
99705,Amritsar,Whispering Walls
99719,Anandpur Sahib,Takht Sri Keshgarh Sahib
99759,Anandpur Sahib,Gurudwara Sisganj Sahib
99768,Anand,Amul
99771,Anandpur Sahib,Virasat-e-Khlasa
99869,Anand,Hanumanji Temple(Lambhvel)
99905,Anand,anna gray
99906,Anand,BAPS Lord Swaminarayan Temple Anand
99913,Vallabh Vidyanagar,Gaddi Buddies
99927,Anand,"ISKCON V.V Nagar, Sri Sri Radha Giridhari"
99946,Anand,Manilaxmi Jain Tirth
99956,Anand,Kanewal lake
99981,Anand,Jitodia Vaijnath Mahadev Temple
100001,Anand,Odyssey Travels Ltd
100002,Anand,MANAV PATEL
100003,Anand,Prince Spa Tours & Travels
100005,Anand,Sardar Patel and Vithalbhai Patel Memorial
100055,Anantapur,ISKCON Anantapur Temple
100080,Anand,Spa Station
100082,Anantapur,Anantasagaram
100095,Anantapur,Mounagiri Hanuman Temple
100105,Anantapur,Penukonda Fort
100115,Anantapur,Madhavaraya Temple
100141,Anantapur,Ravadurg Gooty Fort
100143,Anantapur,Samadhi Shrine
100156,Anantapur,Rayadurg Fort
100169,Anantapur,Sri Sathya Sai University
100173,Anantapur,Thimmamma Marrimanu
100191,Anantnag,Amarnath Cave
100201,Anantnag,Aishmuqam Shrine
100320,Anantnag,Amarnath Temple
100379,Anantnag,Botanical Garden Kokernag
100389,Anantnag,Martand Sun Temple
100433,Anantnag,Kherbawani Asthapan
100452,Anantnag,Mattan Temple
100464,Anaviratty,Kerala Farm
100520,Anantnag,Nadeem's house
100521,Anantnag,Surya Temple at Martand
100613,Andhakaranazhy,Andhakaranazhy Beach
100614,Andanallur,Vada Thiruthalinathar Temple
100615,Angul,Satkosia Gorge Wildlife Sanctuary
100625,Anchal,Archana Cinemas
100638,Andretta,Andretta Pottery & Craft Society
100649,Angul,Modi Collection
100652,Angul,Tikarpada Wildlife Sanctuary
100658,Anjarle,Anjarle Beach
100728,Anjanvel,Anjanvel Beach
100740,Anjanvel,Talkeshwar Point Lighthouse
100766,Anjarle,Shri Ganesh Temple
100938,Anjar,Jesal Toral Samadhi
100958,Anjar,Shital Ice Cream Madhav
100975,Annavaram,Annavaram Devasthanam
100985,Ankleshwar,Ramkund
100997,Ankleshwar,Shri Ankleshwar Tirth
101024,Ankola,Shri Aryadurga Temple
101057,Annavaram,Lord Veera Venkata Satyanarayana Swamy Temple
101097,Antarvedi,Sri Laxmi Narasimha Swamy Temple
101099,Annavaram,Sri Veera Venkata Satyanarayana Swamy Temple
101137,Araku Valley,Chaparai Waterfalls
101233,Aragonda,Ardhagiri Sri Veeranjaneya Swamy Temple
101239,Arakkonam,Tirumalpur Arulmighu Manikandeswarar Temple
101270,Araku Valley,Coffee Museum
101299,Araku Valley,Galikonda View Point
101314,Araku Valley,Padmapuram Gardens
101354,Araku Valley,Kothapalli Water Falls
101372,Araku Valley,Kollaput Jala Tarangini
101415,Arambol,Arambol Beach
102357,Arambol,Keri Beach (Querim Beach)
102513,Arambol,Paliem Beach
102540,Arambol,Paliem Sweet Water Lake
102576,Arambol,Our Lady of Mount Carmel Church
102665,Aritar,Aritar Gumpa Monastery
102669,Arambol,Open Books library Arambol
102674,Aritar,Kali Khola Falls
102675,Arayankavu,Arayankavu Bhagavathy Temple
102677,Arambol,Shirr Purchevo Ravalnatha Temple
102690,Aritar,Lampokhari Lake
102710,Aritar,Mankhim Hilltop
102740,Aritar,Lungchok Valley
102751,Aritar,Nathang Valley
102823,Ariyurnadu,Masila Falls
102843,Aritar,Mulkharka Lake
102844,Aritar,Phushrey Lake
102880,Ariyankuppam,Church of Our Lady of Good Health
102882,Arpora,Ayur Clinic Goa
102895,Aronda,Redi Ganpati Temple
102914,Arki,Arki Fort
102964,Aronda,Kerim Beach
102983,Arpora,Chapora Beach
103179,Arpora,Club Cubana
103966,Arpora,Goa Yatra
104004,Arpora,The Saturday Night Market
104026,Arpora,Sea Water Sports
104040,Arpora,Shiva Goa Trips
104942,Arpora,Track II Go Karting
104984,Arpora,Zaara - The Luxury Spa
105004,Arpora,The Spa At Doubletree By Hilton Goa
105092,Asansol,Eylex Cinemas
105198,Asansol,Galaxy Mall
105259,Asansol,Ghagar Buri Chandi Temple
105299,Asansol,Kalyaneshwari Temple
105345,Asansol,Satabdi Park
105382,Asansol,Sentrum Mall
105387,Ashvem Beach,Arti Fabulous Body Care Spa
105414,Asansol,Panorama Country Club Resorts Pvt Ltd
105472,Asansol,Spandan Recreation Park
105594,Athirappilly,Athirappilly Falls
105607,Astakatti,Attiveri Bird Sanctuary
105616,Ashvem Beach,So Thai Spa
105668,Athipotta,Mangottu Bhagavathy Temple
106250,Athirappilly,Chalakudy River
106261,Athirappilly,Charpa Waterfall
106379,Athirappilly,Thumboormuzhi Dam & Garden
106394,Athirappilly,Vazhachal Falls
106398,Athirappilly,Indian Motorcycle Tours
106645,Auli,Gorson Bugyal
106656,Auli,Chenab Lake
106666,Attingal,B SIX KERALA HOLIDAYS
106681,Auli,Auli Ski & Snowboard School
106710,Auli,Bhavishya Badri
106765,Joshimath,Nanda Devi Museum of Natural and Cultural History
106767,Joshimath,Malari
106769,Joshimath,Ropeway from Joshimath to Auli
106779,Joshimath,Nanda Devi National Park
106789,Joshimath,Nanda Devi National Park  Interpretative Trek
106903,Joshimath,Tapovan Hot Springs
106924,Auli,Trishul Peak
106976,Aurangabad,Alamgir Dargah
106985,Joshimath,Valley of flowers - Hemkunt Sahib
107032,Aurangabad,Aurangabad Caves
107082,Auli,Vanshinarayan Kalpeshwar
107084,Joshimath,Vridh Badri Temple
107361,Aurangabad,Bhadra Maruti
107436,Aurangabad,Baradari Iwaz Khan Aqueduct
107650,Aurangabad,Bibi Ka Maqbara
107710,Aurangabad,Bharat Mata Mandir
109058,Aurangabad,Chatrapati Shivaji Museum
109099,Aurangabad,Chini Mahal
109136,Aurangabad,Ellora Caves
109147,Aurangabad,Dargah Baba Shah Muzafir
109173,Aurangabad,Damri Mahal
109190,Aurangabad,Dargah of Pir Ismail
111335,Aurangabad,Ganesh Temple
111344,Aurangabad,Goga Baba Hill
111355,Aurangabad,Grishneshwar Jyotirlinga Temple
112222,Aurangabad,Gul Mandi Market
112229,Aurangabad,H2O Water Park
112263,Aurangabad,Hemadpanthi Temple-Mosque
112264,Aurangabad,Gurudwara Bhai Saheb Bhai Daya Singh Ji Bhai Dharam Singh Ji
112272,Aurangabad,Jain Temple
112309,Aurangabad,Himayat Baugh Aurangabad
112345,Aurangabad,Jayakwadi Dam
112404,Aurangabad,Mhaismal
112407,Aurangabad,Killa Arak
112413,Aurangabad,Nizamshahi Mahal
112421,Aurangabad,MAHAGAMI GURUKUL Arts Center
112427,Aurangabad,MGM APJ Abdul Kalam Astrospace Science Centre & Club
112440,Aurangabad,Naukonda Palace
112444,Aurangabad,Panchakki (Water Mill)
112875,Aurangabad,Pithalkhora Caves
112880,Aurangabad,Prozone Mall Aurangabad
112981,Aurangabad,Siddharth Garden
113029,Aurangabad,Shah Ganj Masjid
113032,Aurangabad,Ramakrishna Mission Aurangabad
113043,Aurangabad,Purwar Museum
113096,Aurangabad,Sunheri Mahal
113117,Aurangabad,Sindkhed Raja
113122,Aurangabad,Tomb of Mughal Emperor Aurangzeb
113152,Aurangabad,Supari Hanuman Temple
113191,Aurangabad,The Kacheri
113347,Aurangabad,Valley of the Sufi Saints
113357,Auroville,Auroville Visitors Center
113397,Auroville,Auroville Botanical Gardens
113432,Auroville,Auroville Papers
113434,Auroville,Auroville
113654,Auroville,Matrimandir
113678,Auroville,Kinisi E-Mobility
113712,Auroville,Mantrimandir
113916,Auroville,Kalki Boutique
114679,Auroville,Sadhana Forest
114749,Auroville,Red Earth Riding School
114762,Auroville,Pitchandikulam Forest
114770,Auroville,Susan's Kitchen
114823,Auroville,Svaram
114831,Ausa,Shri Keshav Balaji Devasthan
114849,Awantipora,Avantiswami Temple
114859,Auroville,The Colours Of Nature
114872,Avakali,Mauli Strawberry Farm
114891,Ayodhya,Kanak Bhavan Temple
114901,Aversa,Shri Katyayani Baneshwar Temple
114925,Ayodhya,Ammaji Mandir
114956,Ayodhya,Nageshwarnath Temple
114966,Ayodhya,Shri Ram Janma Bhoomi
114976,Ayodhya,Hanumangarhi
115003,Ayodhya,Mausoleum of Bahu Begum
115038,Ayodhya,Raja Mandir
115082,Ayodhya,Sri Maniram das Chavani
115083,Ayodhya,Sita Ki Rasoi
115103,Ayodhya,The Hanuman Garhi
115193,Ayodhya,Swarg Dwar
115210,Ayodhya,Tulsi Samarak Bhavan Museum
115226,Ayyampuzha,Athirapalli Water Falls
115232,Azheekal,Azheekal Beach
115241,Baba Bakala,Gurdwara Baba Bakala
115270,Azhikode,Chal Beach Park
115273,Azamgarh,Bhairo Baba Mandir
115275,Azhikode,Azhikkal Beach
115285,Badami,Agastya Lake
115427,Badami,Badami Cave Temples
115957,Badami,Badami Fort
116007,Badami,Banashankari Temple
116072,Ayodhya,Ramkatha Park
116137,Badami,Bhuthanatha Temple
116237,Badami,Lad Khan Temple
116289,Badami,Mahakuteshwara Temple
116319,Badami,Durga Temple
116322,Badami,Hucchimalli Gudi Temple
116374,Badami,Malegitti Shivalaya Fort and Temple
116415,Badami,Sangameshwara Temple
116471,Badami,Twin Towered Shiva Temple
116473,Badami,Tipu Sultan Mosque
116474,Badami,Ravana pahad
116484,Badgam,Nilnag Lake
116487,Badlapur,Kondeshwar Temple
116491,Badlapur,Vishnubaaug Environment Theme Park
116502,Badlapur,Satsang Vihar
116505,Badrinath,Bheem Pul
116514,Badgam,The Tomb of Sheikh Noor-ud-Din
116536,Badrinath,Alka Puri
116644,Badrinath,Brahma Kapal
116657,Badrinath,Ganesh Gufa
116677,Badrinath,Narada Kund
116698,Badrinath,Chardham Tour
116699,Badrinath,Saraswati River
116719,Badrinath,Mata Murti Temple
116769,Badrinath,Shri Badrinath Ji Temple
117228,Badrinath,Tapt Kund
117329,Badrinath,Vasudhara Falls
117362,Badrinath,Vyas Gufa
117433,Badrinath,Yogadhyan Badri
117441,Bagalkot,"Archaeological Museum, Aihole"
117454,Bagalkot,Badiger Gudi Temple
117455,Bagalkot,Gaudaragudi Temple
117458,Bagalkot,Huchappayyagudi Temple
117459,Bagalkot,Jain Meguti Temple
117460,Bagalkot,Chakra Gudi
117463,Bagalkot,Jyotirlinga Temple Group
117465,Bagalkot,Kasivisvesvara Temple
117467,Bagalkot,Mallikarjuna Temple Complex
117468,Bagalkot,Revalphadi Cave
117470,Bagalkot,Papanath Temple
117471,Baga,Baga Beach
117481,Bagalkot,Suryanarayana Temple
117485,Bagalkot,The Archaeological Museum
124023,Baga,Mackie’s Saturday Nite Bazaar
124024,Baga,Blue Whale Water Park
124058,Bagdogra,Smile Panda Tours & Travels
124080,Baga,GIQ Jewellery carpets and other handicrafts plus clothes
124092,Bagdogra,Gurudwara Sri Guru Singh Sabha
124094,Bagdogra,Himalayan Traveller
124095,Bageshwar,Bagnath Temple
124149,Bageshwar,Kasauni Tea Estate
124164,Bageshwar,Gauri Udiyar
124167,Bageshwar,Lakshmi Ashram
124170,Bageshwar,Chandika Mandir
124171,Bageshwar,Pindari Glacier
124177,Bageshwar,Kot Bhramari Temple
124179,Bageshwar,Sumitranandan Pant Gallery
124182,Baghpat,Trilok Teerthdham Atishay Kshetra Badagaon
124187,Bagru,Chhipa Textile
124190,Bahraich,Katarniaghat Wildlife Sanctuary
124207,Bahadurgarh,Bahadurgarh Taxi Service
124214,Bagru,Hariom Hand Printers
124215,Bahadurgarh,"ISKCON Bahadurgarh, Sri Sri Radha Madan Gopal Temple"
124234,Baijnath,Baijnath Temple
124284,Baijnath,AAN Adventure
124365,Bainguinim,St. Augustine's Tower
124375,Bajarwadi,Rohida Fort
124380,Keori,Palpung Sherabling Monastery
124425,Bakkhali,Bakkhali Watch Tower
124466,Bakkhali,Henry's Island
124506,Bajaura,Basheshwar Mahadev Temple
124613,Bakkhali,Jambu Dwip
124628,Balasinor,Dinosaur Fossil Park and Museum
124667,Balangir,Maa Samaleswari Temple
124670,Balangir,Ranipur Jharial
124686,Balasore,Bichitrapur Mangrove Reserve
124687,Balasore,Chandipur Beach
124707,Balasinor,Todiya Rocks
124728,Balasore,Bhusandeswar Temple
124864,Balasore,Khirachora Gopinath Shrine
124868,Balasore,Emami Jagannath Temple
124912,Balasore,Dagara Beach
124920,Balasore,Jhareswar Temple
124938,Balasore,Kuldiha Wildlife Sanctuary
124958,Balasore,Kuldiha Wild Life Santuary
124968,Balasore,Kharasahapur Beach
124971,Balasore,Nilagiri Jagannath Temple
124977,Balasore,Panchalingeswar Temple
124997,Balasore,Maninageswar Temple
125019,Balasore,movieEX
125034,Balasore,Odean Cinema
125056,Balasore,Talasari Beach
125132,Balgudar,Indradamaneshwar Mahadev Temple - Ashok Dham
125136,Balicha,Chetak Smarak
125137,Balurghat,Bollakali Temple
125142,Balurghat,Balurghat College Museum
125143,Balotra,Mata Rani Bhatiyani Temple
125145,Bambolim,Aquasail 360' Sailing - Day Adventures in Bambolim and Goa
125228,Bambolim,Strike Casino
125271,Bambolim,"Snip Salon and Spa, Grand Hyatt"
125285,Bambolim,Marivel Beach
125326,Banavasi,Madhukeshwara Temple
125334,Bambolim,Vainguinim Beach
125341,Bandhavgarh National Park,Baghel Museum
125361,Banda,Humaine Agrarian Centre
125365,Banda,Kalinjar Fort
125383,Bandhavgarh National Park,Bandhavgarh Ancient Caves
125393,Bandhavgarh National Park,Bandhavgarh Hill
125611,Bandhavgarh National Park,Bandhavgarh National Park
125834,Bandhavgarh National Park,Malaya
125847,Bandhavgarh National Park,Climbers Point
125857,Bandhavgarh National Park,Junglewala Escapes & Expeditions
125858,Bandhavgarh National Park,Panpatha Wildlife Sanctuary
125868,Tala,NimTree Wildlife Safaris
125877,Bandhavgarh National Park,Shesh-Saiya
125928,Bandipur National Park,Gopalaswami Betta
125978,Tala,Tiger Journey
126031,Bandipur,Bandipur National Park and Tiger Reserve
126801,Bandipur,Biligirirangan Hills
126922,Bandipur,BRT Wildlife Sanctuary
126952,Bandipur,Malai Mahadeshwara Temple
126993,Bandoli,NV Eco-Farm
127012,Bangaram,Bangaram Island
127032,Bandipur,Dodda Sampige Mara
127054,Baneshwar,Baneshwar temple
127105,Banjar,Chehni Kothi
127119,Bankura,Biharinath Hill
127139,Banjar,Sai Ropa Tourist Center
127173,Bankura,Dharma Thakur Temple
127177,Banjar,Sunshine Himalayan Adventures
127182,Bankura,Bhanu Pishi House
127185,Bankura,Joypur Jungle
127192,Bankura,Durga Statue
127195,Bankura,Ganesh and Nandi Statue
127197,Bankura,Gum Garh Execution Site
127214,Bankura,Hadal-Narayanpur
127217,Bankura,Gokul Chand Temple
127229,Bankura,Krishna-Balaram Temple
127235,Bankura,Kalachand Temple
127256,Bankura,Rankeni Mata Temple
127262,Bankura,Mother's Tank
127268,Bankura,Mrinmayee Temple
127279,Bankura,Radha Madhab Temple
127288,Bankura,Patpur Temple
127292,Bankura,Siddheswar Temple
127314,Bankura,Sri Sri Matri Mandir
127320,Bankura,Susunia Hills
127340,Bankura,Radha Vinod Temple
127353,Bankura,Statue of Pareshnath
127356,Bannari,Bannari Amman Temple
127366,Banswara,Kagdi Pick Up Weir
127395,Banni,Banni Mata Temple
127396,Banswara,Cheench Brahma Temple
127399,Banswara,Diablab Lake
127416,Banswara,Mahi Dam
127426,Banswara,Madareshwar Shiva Temple
127436,Banswara,Shree Tripura Sundari Temple
127445,Bantwal,Sri Karinjeshwara Temple
127456,Bapatla,Surya Lanka Beach
127486,Banswara,Shri Sai Baba Mandir
127493,Bantwal,Narahari Parvata
127529,Bapatla,Jillellamudi Amma Temple
127546,Bantwal,Sri Thirumala Venkataramana Swamy Temple
127633,Baramati,Bhigwan Bird Watching
127707,Barabanki,Dewa Shareef Dargah
127826,Baramati,Vidya Pratishthan Museum
127832,Baramulla,Khilanmarg
127835,Baramulla,Maharani Temple
127836,Baramulla,Zeyarat Baba Reshi
127837,Baramati,Krishi Vigyan Kendra Baramati
127845,Baran,Bhand Devra Temple
127847,Baran,Manihara Mahadev Mandir
127848,Baran,Shahabad Fort
127849,Baran,Shergarh Fort
127850,Baran,Shahi Jama Masjid
127852,Barasat,Hatipukur Park
127856,Barasat,Bally Bridge
127863,Barasat,Adayapeath Temple
127866,Barasat,Sun City Mall
127875,Baratang Island,Limestone Caves
127885,Barasat,Chandraketugarh
128110,Baratang Island,Mud Volcano
128163,Candolim,Acorn Arcade
128165,Bardez,Anjuna Beach
128175,Barddhaman,Kumaramangalam Park
128190,Barddhaman,Bardhaman Science Centre
128203,Barddhaman,Sat Deul
128937,Banswara,Ram Kund
129384,Anjuna,Anjuna Market
130259,Bardez,Candolim Beach
130319,Bardez,Baga Retreat House
131819,Candolim,Church of Our Lady Of Hope
131829,Assagao,Cheshire Cat Jewellery Gallery
131898,Candolim,Coco Beach
132216,Bardez,Fort Aguada Lighthouse
132666,Candolim,Grand 7 Casino
132732,Candolim,Kegdole Beach
132752,Sangolda,Goa Brewing Co.
132790,Saligao,Mae De Deus Church
132848,Saligao,Museum of Goa
132903,Bardez,Monsoon Heritage Studio
132943,Bardez,Ozran Beach
132994,Bardez,Nossa Senhora de Penha de Franca
133151,Bardez,Sahyadri Spice Farm
133163,Anjuna,Splashdown Waterpark Goa
133179,Pomburpa,Pomburpa Spring
133261,Sangolda,Saudades
133284,Bardez,St. Michael's Church
133318,Candolim,The Cabo Palace
133368,Bardez,St Thomas Church
133372,Bareilly,Children's Park
133386,Bareilly,Alakhnath Temple
133393,Bardez,The Church of Our Lady of Socorro
133401,Bardoli,Kedareshwar Temple
133412,Bareilly,Dargah Aala Hazrat
133417,Bareilly,Fun City
133427,Bareilly,Chunne Miyan's Lakshmi Narayan Temple
133430,Bareilly,Baba Barkhandi Nath Temple
133485,Bareilly,Phoenix United
133495,Bareilly,Jat Regimental Centre
133536,Bareilly,Trivati Nath Temple
133562,Bargarh,Sri Sri Nrusinghanath Temple
133566,Bareilly,Rangoli Sarees
133580,Bargarh,Gandhamardan Hill Trek
133584,Baripada,Jubilee Library
133587,Bargarh,Nrusimhanath Waterfalls
133593,Baripada,Jaranda Falls
133609,Baripada,Jwalamukhi Temple
133613,Baripada,Kichakagarh Fort
133614,Baripada,Kichakeswari Temple
133617,Baripada,Shimlipal National Park
133654,Baripada,Maa Ambika Temple
133669,Baripada,Sri Jagannath Temple
133677,Barmer,Kiradu Temples
133687,Barmer,Bhimgoda Temple
133688,Barmer,Chintamani Parasnath Jain Temple
133692,Barmer,Barmer Fort
133711,Barmer,Devka-Sun Temple
133726,Barmer,Mahabar Sand Dunes
133735,Barmer,Juna Jain Temple
133750,Barmer,Nakoda Temple
133779,Barmer,MAA Rani Bhatiani Temple
133786,Barmer,Shri Nakoda Jain Temple
133806,Barmer,Safed Akhara
133828,Barmer,vijay laxmi Handicrafts
133831,Barog,Grave of Barog
133862,Barog,Dolanji Bon Monastery
133865,Barmer,Vishnu Temple
133867,Barog,Choor Chandni Peak
133879,Barpeta,Patbaushi Satra
133890,Barpeta,Ganakkuchi Satra
133892,Barpeta,Sundaridiya Satra
133893,Barrackpur,Mangal Pandey Park
133897,Barua Sagar,Jarai-ka-Math
133900,Bastar,Bastar Palace
133903,Barwani,Bawangaja
133907,Barshi,Bhagwant Temple
133912,Bastar,Bhairm Baba Temple
133913,Bastar,Tiratgarh Falls
133916,Bassi,Fort Madhogarh
133933,Bastar,Bailadila Mountains
133947,Bastar,Goddess Danteshwari Temple
133957,Bastar,Thamada Ghumar Falls
133960,Bastar,Sri Venkateshwara Swami Temple
133974,Basti,Chando Tal
133977,Bathinda,Bathinda Fort
133987,Basti,Bhadeshwar Nath
133990,Basti,Samay Mata
133993,Basti,Rashtriya Van Chetna Kendra
133997,Batala,Gurudwara Shri Kandh Sahib
134001,Batala,Hazira
134012,Bathinda,Bathinda Lake
134080,Bataw,Umhang Lake
134091,Bathinda,Bhatinda Zoological Park
134096,Bathinda,Chetak Park
134106,Bathinda,Bhagwati Mandir
134126,Bathinda,Gurdwara Haji Rattan
134127,Bathinda,Dhobi Bazaar
134129,Bathinda,Bir Talab zoo
134159,Bathinda,Maiser Khana Temple
134170,Bathinda,Mittal City Mall
134172,Bathinda,Lakhi Jungle
134179,Bathinda,Mazaar of Peer Haji Rattan
134187,Bathinda,Qila Mubarak
134231,Bathinda,Rose Garden
134263,Bathinda,Takht Sri Damdama Sahib
134323,Beed,Yogeshwari Temple
134337,Bekal,Bekal Beach
134377,Beed,Majalgaon Dam
134405,Begusarai,Kanwar Lake
134529,Bekal,Bekal Fort
134633,Bekal,Chandragiri Fort
134646,Bekal,Kappil Beach
134696,Bekal,Hosdurg Beach
134833,Bekal,Valiyaparamba Backwaters
134843,Bekal,The Lotus Houseboat
134857,Belakavadi,Shivasamudram Falls
134867,Bekal,Nityanandashram Caves
134892,Belakavadi,Ranganathaswamy Temple
135566,Belgaum,Belgaum Fort
135584,Belgaum,Gokak Falls
135624,Belgaum,Asha Kiran Planetarium
135649,Belgaum,Blucrafts
135734,Belgaum,Hidkal Dam
135737,Belgaum,Kamal Basti
135743,Belgaum,Kapileshwara Temple
135749,Belgaum,Jamboti Hills
135780,Belgaum,Kittur Fort and Palace
135788,Belgaum,Military Mahadeva Temple
135872,Belgaum,Shree Ramakrishha Mission Ashram
135892,Belgaum,Rajhansgad Yellur Fort
135894,Belgaum,Shri Hari Mandir
135897,Belgaum,Parasgad Fort
135920,Belgaum,Safa Masjid
135929,Belgaum,Shree Mauli Devi Temple
135937,Bellary,Bellary Fort
135947,Belgaum,St. Mary's Church
135965,Belgaum,Shri Mallikarjun Temple
135981,Belgaum,Vajrapoha Falls
136012,Bellary,Hampi
136062,Bellary,Bellary Zoo
136103,Bellary,Kaladham
136113,Bellary,Kumaraswamy Temple
136124,Bellary,Lakshmi Narasimha Temple
136170,Bellary,Mahanavmi Dibba
136212,Bellary,Royal Enclosures
136230,Bellary,Mylara Lingeshwara Temple
136234,Bellary,Radhika Theatre
136236,Belluru,Farmers Son Resort & Adventurous Sports
136280,Bellary,Sri Guru Kottureshwara Temple
136285,Bellary,Shri Ujjaini Saddharma Peetha
136302,Bellary,Wonder Mountain Valley Resort
136303,Belthangady,Dondole Falls
136314,Belthangady,Bandaje Arbi Falls
136324,Belthangady,Most Holy Redeemer Church
136327,Belthangady,Jamalabad Fort
136337,Belthangady,Gundi Sri Laxminarayana Temple
136338,Belur,Belur Golf Course
136339,Belthangady,Sri Sanyasikatte Parashurama temple
136344,Belur,Belur Math
136354,Belthangady,Shree Shishileshwara Temple
137589,Belur,Chennakesava Temple
138197,Benaulim,Benaulim Beach
138202,Belur,Forum Rangoli Mall
138230,Benaulim,Arya Ayurveda and Wellness
138240,Belur,Pathaleshwara Temple
138242,Belur,Yagachi Water Adventure Sports Center
138244,Benaulim,Aziz and SON'S
138284,Benaulim,Ayurveda Center Om-Namaste
139719,Benaulim,Church of St. John the Baptist
139759,Benaulim,Din Brothers
139865,Benaulim,Jewels Of India
139892,Benaulim,Karma Spa
139908,Bengaluru,1 MG Lido Mall
139937,Benaulim,Joecons Wellness Retreat
139960,Benaulim,Trinity Beach
139964,Benaulim,Swami Ayurveda
140061,Bengaluru,Agara Lake
140081,Bengaluru,Abstract Art Gallery
140084,Bengaluru,Abhiman Theatre
140085,Bengaluru,Active Arena
140097,Bengaluru,Active Shadows
